Chromosome,Start,Stop,MANE,Version
chr1,46671853,46673594,ENST00000334122,5
chr1,46675158,46719114,ENST00000371933,8
chr1,46799045,46819413,ENST00000371923,9
chr1,46929187,46941476,ENST00000310638,9
chr1,47023668,47050751,ENST00000371901,4
chr1,47067230,47118318,ENST00000334194,4
chr1,47137440,47149727,ENST00000371891,8
chr1,47183581,47190036,ENST00000294338,7
chr1,47216290,47232225,ENST00000691006,1
chr1,47250138,47314147,ENST00000371877,8
chr1,47333789,47378839,ENST00000371873,10
chr1,47416284,47418052,ENST00000335071,4
chr1,47438043,47440691,ENST00000334793,6
chr1,47760527,47997385,ENST00000606738,3
chr1,48222715,48248638,ENST00000438567,7
chr1,48295372,48472204,ENST00000371847,8
chr1,48532853,50023954,ENST00000371839,6
chr1,48727518,48776891,ENST00000371833,4
chr1,50108919,50203772,ENST00000371824,7
chr1,50417549,50423443,ENST00000404795,4
chr1,50437027,50960267,ENST00000396153,7
chr1,50970244,50974634,ENST00000371761,4
chr1,51102227,51148086,ENST00000371759,7
chr1,51236272,51273447,ENST00000242719,4
chr1,51287257,51330562,ENST00000680483,1
chr1,51354262,51519266,ENST00000371733,8
chr1,51617091,51789219,ENST00000428468,6
chr1,51789209,51878727,ENST00000352171,12
chr1,51907955,51990700,ENST00000371655,4
chr1,52020130,52055191,ENST00000371626,9
chr1,52032102,52033810,ENST00000371614,2
chr1,52056294,52090716,ENST00000313334,13
chr1,52142088,52346634,ENST00000287727,8
chr1,52350596,52366205,ENST00000284376,8
chr1,52372828,52404423,ENST00000371568,8
chr1,52404601,52420836,ENST00000257181,10
chr1,52423274,52553092,ENST00000257177,9
chr1,52602370,52609051,ENST00000361314,5
chr1,52633167,52657065,ENST00000517870,2
chr1,52684448,52698347,ENST00000371538,5
chr1,52726452,52827336,ENST00000294353,7
chr1,52842759,52894998,ENST00000371528,2
chr1,52895909,52921740,ENST00000371522,9
chr1,52927275,53051698,ENST00000371514,8
chr1,53062212,53085494,ENST00000312553,10
chr1,53087182,53142638,ENST00000371494,9
chr1,53196823,53214197,ENST00000371486,4
chr1,53214098,53220634,ENST00000294360,5
chr1,53226899,53238518,ENST00000371470,8
chr1,53242363,53328070,ENST00000306052,12
chr1,53459398,53467488,ENST00000371445,3
chr1,53506238,53739164,ENST00000628545,2
chr1,53765477,53838296,ENST00000371429,4
chr1,53851732,53889797,ENST00000072644,7
chr1,53894186,53911086,ENST00000361921,8
chr1,53921560,53945699,ENST00000194214,10
chr1,53946349,53968168,ENST00000371370,8
chr1,54007297,54018186,ENST00000371360,2
chr1,54026680,54053204,ENST00000234831,10
chr1,54053607,54106082,ENST00000234827,6
chr1,54132686,54153000,ENST00000530059,3
chr1,54169650,54200030,ENST00000534324,6
chr1,54200166,54218383,ENST00000360840,9
chr1,54225431,54406394,ENST00000610401,6
chr1,54548227,54610329,ENST00000343744,7
chr1,54609180,54623525,ENST00000302250,7
chr1,54641785,54710266,ENST00000421030,7
chr1,54715860,54742657,ENST00000371281,4
chr1,54756897,54764523,ENST00000371279,4
chr1,54779711,54801323,ENST00000371276,9
chr1,54806062,54842252,ENST00000371273,4
chr1,54849626,54887195,ENST00000371269,9
chr1,54980627,54992288,ENST00000371268,4
chr1,54998932,55017172,ENST00000651561,1
chr1,55039547,55064852,ENST00000302118,5
chr1,55066358,55215364,ENST00000294383,7
chr1,56494760,56579563,ENST00000371250,4
chr1,56645313,56715335,ENST00000371244,9
chr1,56718788,56819404,ENST00000343433,7
chr1,56854796,56918223,ENST00000361249,4
chr1,56929206,56966015,ENST00000371237,9
chr1,56994777,57424060,ENST00000371236,7
chr1,58480718,58546726,ENST00000371226,8
chr1,58575432,58577252,ENST00000371225,4
chr1,58654742,58700062,ENST00000472487,6
chr1,58780790,58784047,ENST00000371222,4
chr1,59297093,59762730,ENST00000303721,12
chr1,59814948,59876322,ENST00000371208,5
chr1,59893307,59926773,ENST00000371204,4
chr1,59990393,60073770,ENST00000371201,3
chr1,61082560,61462788,ENST00000403491,8
chr1,61681045,61725141,ENST00000606498,5
chr1,61742479,62163915,ENST00000642238,2
chr1,62194848,62212328,ENST00000498273,2
chr1,62236164,62319434,ENST00000371153,9
chr1,62437048,62451804,ENST00000339950,5
chr1,62454725,62688386,ENST00000635253,2
chr1,62597519,62606313,ENST00000371129,4
chr1,62784131,62865516,ENST00000317868,9
chr1,63322566,63325128,ENST00000371116,4
chr1,63367626,63438553,ENST00000263440,6
chr1,63440769,63523225,ENST00000271002,15
chr1,63523524,63572693,ENST00000371088,5
chr1,63593410,63660245,ENST00000371084,8
chr1,63774016,64181498,ENST00000371079,6
chr1,64203622,64267368,ENST00000371077,10
chr1,64470128,64693053,ENST00000651257,2
chr1,64745074,64833232,ENST00000294428,8
chr1,64833228,64966549,ENST00000342505,5
chr1,65148202,65232145,ENST00000327299,8
chr1,65309542,65415871,ENST00000371069,5
chr1,65420667,65436007,ENST00000371065,9
chr1,65420667,65641559,ENST00000349533,11
chr1,65792894,66374574,ENST00000341517,9
chr1,66534152,66751139,ENST00000371037,9
chr1,66752458,66779047,ENST00000282670,7
chr1,66797739,66801276,ENST00000304526,3
chr1,66812884,66924856,ENST00000371026,8
chr1,66924989,66988619,ENST00000401041,6
chr1,66999349,67054148,ENST00000235345,6
chr1,67092164,67134970,ENST00000684719,1
chr1,67166453,67259979,ENST00000347310,10
chr1,67307872,67398724,ENST00000674203,2
chr1,67407809,67430402,ENST00000361219,11
chr1,67685200,67688334,ENST00000370986,9
chr1,67701474,67833467,ENST00000370982,4
chr1,68045961,68050627,ENST00000646789,1
chr1,68125359,68232523,ENST00000262348,9
chr1,68428821,68449954,ENST00000262340,6
chr1,68474151,68497082,ENST00000456315,7
chr1,69567921,70144364,ENST00000651989,2
chr1,70144804,70205579,ENST00000370952,4
chr1,70221379,70253052,ENST00000370949,2
chr1,70258998,70354722,ENST00000370944,9
chr1,70411267,70439851,ENST00000370938,8
chr1,70970781,71047816,ENST00000306666,10
chr1,71063290,71081035,ENST00000370920,8
chr1,71395942,72282539,ENST00000357731,10
chr1,74026014,74198176,ENST00000354431,9
chr1,74198241,74208702,ENST00000370898,9
chr1,74235386,74544428,ENST00000326637,8
chr1,74469375,74512611,ENST00000294635,5
chr1,74568122,74673792,ENST00000326665,10
chr1,74705485,74733050,ENST00000340866,10
chr1,74733151,74766677,ENST00000370867,8
chr1,75134387,75161533,ENST00000356261,4
chr1,75202128,75611114,ENST00000370859,8
chr1,75724708,75763679,ENST00000370841,9
chr1,75786255,75795086,ENST00000319942,8
chr1,75796881,75913242,ENST00000263187,4
chr1,75918872,75932404,ENST00000284142,7
chr1,76074745,76634603,ENST00000328299,4
chr1,76867479,77067546,ENST00000477717,6
chr1,77088988,77219430,ENST00000370812,8
chr1,77282018,77559966,ENST00000354567,7
chr1,77562415,77682658,ENST00000370801,8
chr1,77695986,77759852,ENST00000370794,7
chr1,77779648,77879540,ENST00000370791,9
chr1,77888623,77943895,ENST00000334785,12
chr1,77944054,77979072,ENST00000370768,7
chr1,78004938,78017964,ENST00000370763,6
chr1,78045965,78138444,ENST00000370759,4
chr1,78490973,78540701,ENST00000370757,8
chr1,78620447,78646145,ENST00000370751,10
chr1,78649830,78664073,ENST00000370747,9
chr1,78889763,79006730,ENST00000370742,4
chr1,81800933,81993932,ENST00000686636,1
chr1,83865023,83999132,ENST00000260505,13
chr1,84144270,84238498,ENST00000370685,7
chr1,84301707,84350798,ENST00000394834,8
chr1,84398483,84415018,ENST00000370665,4
chr1,84479265,84498352,ENST00000370654,6
chr1,84498324,84506581,ENST00000370645,9
chr1,84506385,84567379,ENST00000699524,1
chr1,84549610,84574440,ENST00000370630,6
chr1,84643705,84690461,ENST00000342203,8
chr1,84811601,84893206,ENST00000370611,4
chr1,84925582,84997113,ENST00000370608,8
chr1,85018081,85048500,ENST00000370589,7
chr1,85062326,85133138,ENST00000294664,11
chr1,85156888,85201016,ENST00000341460,6
chr1,85249952,85259662,ENST00000471115,6
chr1,85265775,85276632,ENST00000648566,1
chr1,85318484,85465159,ENST00000284031,13
chr1,85580760,85583950,ENST00000451137,7
chr1,85649416,85708433,ENST00000370574,4
chr1,85729232,86156772,ENST00000370571,7
chr1,86346836,86396323,ENST00000460698,7
chr1,86424170,86456553,ENST00000370565,5
chr1,86468926,86500259,ENST00000394711,2
chr1,86547077,86580754,ENST00000370563,3
chr1,86704575,86748184,ENST00000370558,8
chr1,86862444,86914126,ENST00000331835,10
chr1,86914634,87109982,ENST00000370550,10
chr1,87328879,87348923,ENST00000370544,10
chr1,88684272,88836255,ENST00000370521,8
chr1,88852632,88891567,ENST00000370500,10
chr1,88935778,88992629,ENST00000260508,9
chr1,88979455,88992629,ENST00000652648,1
chr1,89006679,89022866,ENST00000370481,9
chr1,89052318,89065208,ENST00000370473,5
chr1,89106131,89126114,ENST00000370466,4
chr1,89131741,89176003,ENST00000294671,3
chr1,89181143,89198942,ENST00000355754,7
chr1,89256188,89272860,ENST00000370459,8
chr1,89364058,89388160,ENST00000370456,5
chr1,89524828,89597861,ENST00000330947,7
chr1,89579591,89579654,ENST00000676334,1
chr1,89633119,89719533,ENST00000370454,9
chr1,89821031,89936611,ENST00000337338,9
chr1,89995109,90035533,ENST00000340281,9
chr1,90711538,90717302,ENST00000370445,5
chr1,90915303,91022035,ENST00000337393,10
chr1,91260765,91404837,ENST00000370425,8
chr1,91500850,91525764,ENST00000234626,11
chr1,91680342,91886151,ENST00000212355,9
chr1,91949400,92014421,ENST00000399546,7
chr1,92029984,92063538,ENST00000370383,5
chr1,92074532,92075411,ENST00000596516,3
chr1,92080344,92184723,ENST00000636805,2
chr1,92217914,92245813,ENST00000370375,8
chr1,92246401,92298987,ENST00000370360,8
chr1,92299058,92402056,ENST00000610020,2
chr1,92473042,92486925,ENST00000294702,6
chr1,92508695,92785108,ENST00000684568,2
chr1,92832039,92841924,ENST00000370321,8
chr1,92842166,92961462,ENST00000370310,5
chr1,93079282,93139076,ENST00000370298,9
chr1,93149741,93180413,ENST00000370282,8
chr1,93180723,93278730,ENST00000690025,1
chr1,93345906,93369493,ENST00000370272,9
chr1,93448117,93554661,ENST00000271234,13
chr1,93561740,93681837,ENST00000260502,11
chr1,93866283,93879206,ENST00000436063,7
chr1,93885198,93909430,ENST00000370238,8
chr1,93992833,94121148,ENST00000370225,4
chr1,94168904,94237584,ENST00000260526,11
chr1,94418388,94518663,ENST00000370214,9
chr1,94529172,94541759,ENST00000334047,12
chr1,94820356,94895246,ENST00000271227,11
chr1,94896956,94927110,ENST00000370206,9
chr1,94974404,95072951,ENST00000370205,6
chr1,95117354,95197607,ENST00000370203,9
chr1,95234209,95247225,ENST00000370202,5
chr1,96721783,96815049,ENST00000674951,1
chr1,97077742,97921034,ENST00000370192,8
chr1,98661720,98760500,ENST00000306121,8
chr1,98890244,99004861,ENST00000263177,5
chr1,99264491,99309584,ENST00000370185,9
chr1,99646112,99694535,ENST00000263174,9
chr1,99703969,99766635,ENST00000646001,2
chr1,99850360,99924020,ENST00000361915,8
chr1,99969995,100035634,ENST00000533028,8
chr1,100038094,100083377,ENST00000370152,8
chr1,100083569,100132930,ENST00000287482,6
chr1,100133162,100150496,ENST00000370141,8
chr1,100148447,100178256,ENST00000370137,6
chr1,100186918,100249834,ENST00000370132,8
chr1,100266215,100292769,ENST00000370128,9
chr1,100352505,100520277,ENST00000336454,5
chr1,100538138,100542021,ENST00000315033,5
chr1,100719741,100739045,ENST00000294728,7
chr1,100872390,100894842,ENST00000370114,8
chr1,100896089,100981757,ENST00000357650,9
chr1,100989622,101025784,ENST00000370109,8
chr1,101237018,101241518,ENST00000305352,7
chr1,101802559,101996926,ENST00000370103,9
chr1,102876472,103108522,ENST00000370096,9
chr1,103525698,103555239,ENST00000423855,7
chr1,103571588,103579534,ENST00000684275,1
chr1,103617426,103625780,ENST00000414303,7
chr1,103655759,103664554,ENST00000370083,9
chr1,103687414,103696210,ENST00000330330,10
chr1,103749897,103758692,ENST00000622339,5
chr1,107056673,107059294,ENST00000370078,2
chr1,107141038,107484923,ENST00000370068,6
chr1,107571160,107965180,ENST00000370056,9
chr1,108134042,108200343,ENST00000565488,6
chr1,108222463,108244076,ENST00000415641,8
chr1,108450342,108471920,ENST00000495380,7
chr1,108560099,108639322,ENST00000370035,8
chr1,108648294,108661093,ENST00000651461,1
chr1,108692309,108702928,ENST00000370025,9
chr1,108712907,108742749,ENST00000370017,9
chr1,108746673,108809523,ENST00000370008,4
chr1,108815900,108857094,ENST00000370001,8
chr1,108876984,108934545,ENST00000264126,9
chr1,108929504,108963484,ENST00000369969,7
chr1,108970213,109042102,ENST00000369962,8
chr1,109064139,109076003,ENST00000338366,6
chr1,109090763,109096934,ENST00000338272,9
chr1,109105950,109112747,ENST00000369948,8
chr1,109114114,109206781,ENST00000369939,8
chr1,109213917,109238182,ENST00000234677,7
chr1,109249538,109275751,ENST00000271332,4
chr1,109279555,109283145,ENST00000369909,7
chr1,109292364,109307011,ENST00000357155,2
chr1,109309574,109397918,ENST00000256637,8
chr1,109399041,109426448,ENST00000271308,9
chr1,109466545,109482134,ENST00000369872,4
chr1,109483904,109492734,ENST00000683729,1
chr1,109494093,109500435,ENST00000420578,7
chr1,109504177,109509727,ENST00000369864,5
chr1,109539871,109547260,ENST00000527748,5
chr1,109548614,109600195,ENST00000369851,7
chr1,109603090,109619616,ENST00000679935,1
chr1,109619836,109632051,ENST00000528667,7
chr1,109656098,109661700,ENST00000369836,9
chr1,109668056,109675286,ENST00000241337,9
chr1,109687816,109693745,ENST00000309851,10
chr1,109712250,109718268,ENST00000256593,8
chr1,109733936,109741038,ENST00000361066,7
chr1,109750079,109763923,ENST00000361965,9
chr1,109910848,109930992,ENST00000329608,11
chr1,109984764,110023742,ENST00000369799,10
chr1,110034623,110054641,ENST00000369795,8
chr1,110059869,110070672,ENST00000647563,2
chr1,110112442,110113947,ENST00000334179,5
chr1,110150493,110202202,ENST00000331565,5
chr1,110210313,110234044,ENST00000438661,3
chr1,110339376,110346677,ENST00000369784,9
chr1,110362856,110391026,ENST00000369779,9
chr1,110401252,110407694,ENST00000602318,6
chr1,110451148,110457358,ENST00000271331,4
chr1,110517216,110519175,ENST00000369771,4
chr1,110593579,110606358,ENST00000316361,10
chr1,110672464,110674940,ENST00000369769,4
chr1,110873147,110899922,ENST00000271324,6
chr1,110947189,110963922,ENST00000369763,5
chr1,111117162,111140093,ENST00000484310,6
chr1,111140222,111185104,ENST00000357172,9
chr1,111185968,111200646,ENST00000357640,9
chr1,111227712,111243440,ENST00000369748,9
chr1,111290850,111320563,ENST00000369740,6
chr1,111346621,111353013,ENST00000369738,9
chr1,111414318,111427735,ENST00000369732,4
chr1,111439889,111449256,ENST00000235090,10
chr1,111449463,111462773,ENST00000369722,8
chr1,111473983,111478512,ENST00000369718,4
chr1,111483347,111503633,ENST00000369716,9
chr1,111499428,111503633,ENST00000241356,5
chr1,111619788,111716691,ENST00000369709,4
chr1,111722063,111739395,ENST00000357260,6
chr1,111755900,111768000,ENST00000369702,5
chr1,111770661,111989668,ENST00000302127,5
chr1,112396213,112461164,ENST00000271277,11
chr1,112508964,112530165,ENST00000369684,5
chr1,112523513,112619141,ENST00000358039,9
chr1,112619831,112671616,ENST00000263168,4
chr1,112674658,112700739,ENST00000369645,6
chr1,112701130,112707127,ENST00000339083,12
chr1,112709997,112715332,ENST00000309276,11
chr1,112718904,112727235,ENST00000361886,4
chr1,112911846,112956196,ENST00000369626,8
chr1,113073197,113132260,ENST00000361127,6
chr1,113390514,113685923,ENST00000307546,14
chr1,113696830,113759486,ENST00000369604,6
chr1,113761831,113812476,ENST00000261441,9
chr1,113813810,113871712,ENST00000359785,10
chr1,113876815,113887581,ENST00000393316,8
chr1,113894193,113904799,ENST00000369569,6
chr1,113905325,113914086,ENST00000650450,2
chr1,113929323,113977869,ENST00000426820,7
chr1,113979473,113982253,ENST00000320334,5
chr1,114089291,114153869,ENST00000610222,3
chr1,114392789,114511203,ENST00000358465,7
chr1,114567556,114581615,ENST00000369541,4
chr1,114582849,114670049,ENST00000393274,6
chr1,114673097,114695546,ENST00000520113,7
chr1,114704468,114716771,ENST00000369535,5
chr1,114716915,114757984,ENST00000358528,9
chr1,114769478,114780685,ENST00000060969,6
chr1,114854862,114995370,ENST00000369522,8
chr1,115029825,115034302,ENST00000256592,3
chr1,115048010,115089503,ENST00000369516,7
chr1,115285916,115338249,ENST00000369512,3
chr1,115641969,115698221,ENST00000355485,7
chr1,115700020,115768714,ENST00000261448,6
chr1,115836376,115841126,ENST00000320238,3
chr1,115976512,116070054,ENST00000369503,9
chr1,116111398,116138149,ENST00000369500,4
chr1,116373243,116404774,ENST00000295598,10
chr1,116514533,116571026,ENST00000369489,10
chr1,116574407,116667733,ENST00000369486,8
chr1,116754429,116769229,ENST00000369478,4
chr1,116909915,116990353,ENST00000393203,3
chr1,117001759,117036552,ENST00000682167,1
chr1,117060325,117107453,ENST00000369466,9
chr1,117111059,117121749,ENST00000256649,9
chr1,117143586,117210927,ENST00000369458,8
chr1,117367448,117528872,ENST00000356554,7
chr1,117606047,117628389,ENST00000369448,4
chr1,117863484,117929621,ENST00000369443,10
chr1,117929738,117966543,ENST00000349139,6
chr1,117953589,118185228,ENST00000336338,10
chr1,118883046,118988343,ENST00000369429,5
chr1,119031215,119140653,ENST00000235521,5
chr1,119368784,119394130,ENST00000325945,4
chr1,119415149,119423034,ENST00000369416,4
chr1,119507209,119515054,ENST00000369413,8
chr1,119619376,119648266,ENST00000421812,3
chr1,119711933,119744215,ENST00000641023,2
chr1,119748001,119768905,ENST00000369406,8
chr1,119794016,119811460,ENST00000256585,10
chr1,119893532,119896515,ENST00000369400,2
chr1,119911552,120069662,ENST00000256646,7
chr1,120150897,120176520,ENST00000578049,4
chr1,120415034,120469676,ENST00000698216,1
chr1,120723944,120794851,ENST00000624419,3
chr1,120889770,120890530,ENST00000577856,3
chr1,121167645,121184340,ENST00000369390,7
chr1,121184974,121392874,ENST00000367123,8
chr1,143905509,143905977,ENST00000392948,5
chr1,143955286,143971986,ENST00000584486,6
chr1,144372874,144373634,ENST00000581164,2
chr1,144421389,144461669,ENST00000581897,7
chr1,144592892,144593652,ENST00000581138,4
chr1,144887287,145095328,ENST00000641863,3
chr1,145095973,145112696,ENST00000400889,3
chr1,145241414,145242174,ENST00000544708,3
chr1,145290004,145425603,ENST00000698833,1
chr1,145607987,145670650,ENST00000313835,14
chr1,145670984,145707368,ENST00000417171,6
chr1,145719498,145739288,ENST00000369288,7
chr1,145738867,145824095,ENST00000582693,5
chr1,145824199,145844402,ENST00000334163,4
chr1,145845629,145848954,ENST00000334513,6
chr1,145848521,145859081,ENST00000393045,7
chr1,145866563,145885866,ENST00000355594,9
chr1,145891207,145910050,ENST00000369304,8
chr1,145911349,145918717,ENST00000369306,8
chr1,145921555,145927484,ENST00000583313,7
chr1,145933422,145958017,ENST00000604000,4
chr1,145959440,145964575,ENST00000606888,3
chr1,145964689,145978848,ENST00000369314,2
chr1,145992434,145996579,ENST00000582401,6
chr1,146017469,146021735,ENST00000336751,11
chr1,146064710,146144804,ENST00000583866,9
chr1,146148864,146229021,ENST00000362074,8
chr1,146344005,146344765,ENST00000584068,4
chr1,146938323,146996198,ENST00000698835,1
chr1,147155105,147172470,ENST00000254101,4
chr1,147186260,147225339,ENST00000254090,9
chr1,147242683,147295762,ENST00000369258,8
chr1,147541500,147626216,ENST00000234739,8
chr1,147611589,147611796,ENST00000675347,1
chr1,147642229,147670524,ENST00000583509,7
chr1,147756198,147760602,ENST00000579774,3
chr1,147902794,147909269,ENST00000369235,2
chr1,147928419,147993592,ENST00000314163,12
chr1,148102150,148152281,ENST00000682118,1
chr1,148482547,148483302,ENST00000419275,3
chr1,148531384,148596011,ENST00000619423,4
chr1,148600284,148679746,ENST00000593495,4
chr1,148748773,148752415,ENST00000322209,5
